City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,kondopoga,62.2057,34.2614,-2.18,93,38,2.54,RU,12-18-2023
345,summerland,49.5998,-119.6691,1.42,86,100,1.03,CA,12-18-2023
346,gisborne,-38.6533,178.0042,16.73,92,100,0.19,NZ,12-18-2023
347,xai-xai,-25.0519,33.6442,26.23,84,80,5.74,MZ,12-18-2023
348,severo-yeniseyskiy,60.3725,93.0408,-32.46,100,18,1.34,RU,12-18-2023
349,lourical,40.0039,-8.7374,15.9,59,0,1.74,PT,12-18-2023
350,torbat-e jam,35.244,60.6225,6.45,61,100,1.33,IR,12-18-2023
351,santana,-0.0583,-51.1817,33.1,58,40,6.17,BR,12-18-2023
352,puerto armuelles,8.2833,-82.8667,29.99,78,41,0.45,PA,12-18-2023
353,baki,-7.6128,110.7839,23.44,81,73,3.99,ID,12-18-2023
354,minas de marcona,-15.2119,-75.1103,21.58,61,94,5.33,PE,12-18-2023
355,hluti,-27.2167,31.6167,29.0,58,14,5.76,SZ,12-18-2023
356,zhanibek,49.4167,46.85,0.27,92,100,5.22,KZ,12-18-2023
357,bermeo,43.4209,-2.7215,13.11,68,0,1.64,ES,12-18-2023
358,ancud,-41.8697,-73.8203,14.18,47,0,1.96,CL,12-18-2023
359,ta'izz,13.5,44.0,19.07,40,27,2.11,YE,12-18-2023
360,kirakira,-10.4544,161.9205,25.13,85,94,1.64,SB,12-18-2023
361,valle hermoso,25.6667,-97.8333,18.92,44,2,0.38,MX,12-18-2023
362,lata,40.1629,-8.3327,10.51,57,0,0.94,PT,12-18-2023
363,bubaque,11.2833,-15.8333,28.91,51,86,2.03,GW,12-18-2023
364,kalemie,-5.9475,29.1947,24.61,79,100,1.84,CD,12-18-2023
365,petropavlovsk-kamchatsky,53.0452,158.6483,-2.67,83,75,10.0,RU,12-18-2023
366,bang saphan,11.2126,99.5117,24.42,85,14,1.33,TH,12-18-2023
367,weno,7.4515,151.8468,28.2,79,34,7.99,FM,12-18-2023
368,tainan,22.9908,120.2133,21.04,88,20,1.03,TW,12-18-2023
369,bardsir,29.9227,56.5743,10.69,20,35,2.83,IR,12-18-2023
370,antofagasta,-23.65,-70.4,20.6,66,30,4.2,CL,12-18-2023
371,margate,51.3813,1.3862,11.17,81,71,3.58,GB,12-18-2023
372,oranjemund,-28.55,16.4333,19.16,73,6,10.09,NA,12-18-2023
373,cooper's town,26.8667,-77.5167,20.53,66,22,9.24,BS,12-18-2023
374,mount pearl,47.5166,-52.7813,6.19,73,75,8.75,CA,12-18-2023
375,mumbai,19.0144,72.8479,27.99,44,100,3.6,IN,12-18-2023
376,manchester,53.4809,-2.2374,14.02,88,75,4.63,GB,12-18-2023
377,baker city,44.7749,-117.8344,0.33,80,20,2.06,US,12-18-2023
378,freetown,8.484,-13.2299,31.49,35,12,2.13,SL,12-18-2023
379,urangan,-25.3,152.9,24.06,85,8,3.8,AU,12-18-2023
380,launceston,-41.45,147.1667,15.8,100,100,4.63,AU,12-18-2023
381,porto-vecchio,41.591,9.2795,10.74,76,0,1.03,FR,12-18-2023
382,labrador city,52.9463,-66.9114,2.0,98,100,5.48,CA,12-18-2023
383,mandan,46.8267,-100.8896,-6.69,91,0,3.09,US,12-18-2023
384,esmeralda,21.8525,-78.1169,25.82,62,3,4.58,CU,12-18-2023
385,wajir,1.7471,40.0573,31.4,40,89,2.47,KE,12-18-2023
386,aasiaat,68.7098,-52.8699,-9.72,76,100,14.35,GL,12-18-2023
387,xinzhi,36.4989,111.7047,-8.61,87,54,1.88,CN,12-18-2023
388,ponta delgada,37.7333,-25.6667,19.4,88,20,5.66,PT,12-18-2023
389,yanbu,24.0891,38.0637,26.02,61,0,3.09,SA,12-18-2023
390,murzuq,25.9155,13.9184,17.34,32,8,3.58,LY,12-18-2023
391,mhamid,29.82,-5.72,15.38,27,3,6.72,MA,12-18-2023
392,nogliki,51.8333,143.1667,-15.37,84,100,8.05,RU,12-18-2023
393,kavieng,-2.5744,150.7967,27.68,79,45,2.48,PG,12-18-2023
394,kayangel,8.0823,134.7173,28.48,76,25,7.48,PW,12-18-2023
395,la'ie,21.6477,-157.9253,20.66,75,100,7.93,US,12-18-2023
396,tofol,5.3248,163.0078,27.99,78,100,8.84,FM,12-18-2023
397,sao vicente,-23.9631,-46.3919,36.1,50,40,3.6,BR,12-18-2023
398,aswan,24.0934,32.907,23.87,24,92,4.98,EG,12-18-2023
399,arraias,-12.9288,-46.9437,36.09,20,33,2.33,BR,12-18-2023
400,wanxian,30.8039,108.3897,6.48,80,99,0.41,CN,12-18-2023
401,el nido,11.1858,119.3956,28.14,74,100,8.76,PH,12-18-2023
402,burang,30.25,81.1667,-13.27,43,0,1.57,CN,12-18-2023
403,mount gambier,-37.8333,140.7667,12.51,91,59,4.77,AU,12-18-2023
404,san pedro,14.35,121.0167,26.57,86,75,2.24,PH,12-18-2023
405,cill airne,52.05,-9.5167,12.03,94,100,2.57,IE,12-18-2023
406,mawlamyinegyunn,16.3833,95.2667,24.52,70,83,2.66,MM,12-18-2023
407,saldanha,-33.0117,17.9442,18.09,70,14,13.13,ZA,12-18-2023
408,carutapera,-1.195,-46.02,31.3,59,83,3.63,BR,12-18-2023
409,leitchfield,37.48,-86.2939,2.88,75,14,1.34,US,12-18-2023
410,erbiceni,47.2667,27.2333,9.67,60,44,1.24,RO,12-18-2023
411,atherton,53.5237,-2.4935,13.72,96,100,3.82,GB,12-18-2023
412,najran,17.4924,44.1277,16.36,17,6,2.46,SA,12-18-2023
413,gambela,8.25,34.5833,30.84,40,95,1.05,ET,12-18-2023
414,kagal'nitskaya,46.8806,40.1466,2.12,95,100,5.63,RU,12-18-2023
415,tutoia,-2.7619,-42.2744,29.3,71,84,4.42,BR,12-18-2023
416,hovd,48.0056,91.6419,-22.22,82,5,1.36,MN,12-18-2023
417,bikenibeu village,1.3673,173.1241,26.98,94,75,5.14,KI,12-18-2023
418,mingora,34.7758,72.3625,9.63,27,0,3.35,PK,12-18-2023
419,kirensk,57.7853,108.1119,-38.37,100,93,0.42,RU,12-18-2023
420,tongouson,5.0214,120.1328,26.84,86,100,3.64,PH,12-18-2023
421,paphos,34.7667,32.4167,16.88,63,20,1.54,CY,12-18-2023
422,broken hill,-31.95,141.4333,27.22,20,98,6.33,AU,12-18-2023
423,hilo,19.7297,-155.09,19.85,97,100,1.34,US,12-18-2023
424,nadi,-17.8,177.4167,25.0,88,40,1.03,FJ,12-18-2023
425,mammoth lakes,37.6485,-118.9721,4.08,75,100,2.24,US,12-18-2023
426,san patricio,28.017,-97.5169,16.62,46,1,2.76,US,12-18-2023
427,anori,-3.7728,-61.6442,35.39,46,77,0.71,BR,12-18-2023
428,necochea,-38.5473,-58.7368,15.43,58,100,7.87,AR,12-18-2023
429,portland,45.5234,-122.6762,7.16,75,75,6.26,US,12-18-2023
430,smara,26.7384,-11.6719,20.97,17,0,6.89,EH,12-18-2023
431,sao joao da barra,-21.6403,-41.0511,32.05,74,16,5.17,BR,12-18-2023
432,al bayda,32.7627,21.7551,11.0,78,82,1.47,LY,12-18-2023
433,harrisburg,40.2737,-76.8844,9.71,70,75,12.52,US,12-18-2023
434,pisco,-13.7,-76.2167,21.12,88,100,3.6,PE,12-18-2023
435,altai,46.3722,96.2583,-29.56,90,17,1.32,MN,12-18-2023
436,eyl,7.9803,49.8164,25.84,71,17,10.69,SO,12-18-2023
437,westport,41.1415,-73.3579,16.75,91,100,4.63,US,12-18-2023
438,bereeda,11.8704,51.0579,24.41,78,100,8.73,SO,12-18-2023
439,saint-joseph,-21.3667,55.6167,27.21,83,100,2.07,RE,12-18-2023
440,karukh,34.4811,62.5863,7.13,47,100,3.96,AF,12-18-2023
441,new norfolk,-42.7826,147.0587,14.84,96,100,1.05,AU,12-18-2023
442,hobyo,5.3505,48.5268,26.42,77,47,10.01,SO,12-18-2023
443,malvan,16.0667,73.4667,27.88,68,100,2.21,IN,12-18-2023
444,ovalle,-30.5983,-71.2003,28.34,27,0,3.05,CL,12-18-2023
445,paita,-5.0892,-81.1144,24.66,73,55,5.16,PE,12-18-2023
446,alo,7.4178,6.7371,37.68,13,8,1.02,NG,12-18-2023
447,dzhambeyty,50.2536,52.595,-3.61,98,100,2.9,KZ,12-18-2023
448,masterton,-40.9597,175.6575,14.38,97,15,0.84,NZ,12-18-2023
449,christchurch,-43.5333,172.6333,15.11,81,100,5.14,NZ,12-18-2023
450,birjand,32.8663,59.2211,9.26,34,0,5.14,IR,12-18-2023
451,coromandel,-18.4733,-47.2003,33.55,22,60,2.1,BR,12-18-2023
452,hirado,33.3597,129.5531,3.55,77,100,4.15,JP,12-18-2023
453,ust-tsilma,65.441,52.1498,-12.44,94,100,4.47,RU,12-18-2023
454,boyolangu,-8.1181,111.8935,23.83,80,67,1.65,ID,12-18-2023
455,antsiranana,-12.2787,49.2917,27.7,76,55,4.81,MG,12-18-2023
456,batibo,5.8358,9.8553,28.53,31,65,1.61,CM,12-18-2023
457,goz beida,13.95,20.55,29.27,15,15,3.77,TD,12-18-2023
458,anar darah,32.7587,61.654,11.32,38,73,1.89,AF,12-18-2023
459,auki,-8.7676,160.7034,23.89,83,99,0.67,SB,12-18-2023
460,juan griego,11.0817,-63.9655,29.21,67,61,4.38,VE,12-18-2023
461,saint marys,30.7305,-81.5465,15.05,68,0,5.66,US,12-18-2023
462,okahao,-17.885,15.0667,31.4,31,100,3.69,NA,12-18-2023
463,kapuskasing,49.4169,-82.4331,-6.0,86,100,9.77,CA,12-18-2023
464,muncar,-8.4333,114.3333,24.33,79,31,1.8,ID,12-18-2023
465,guerrero negro,27.9769,-114.0611,19.93,59,100,3.57,MX,12-18-2023
466,homer,59.6425,-151.5483,-1.06,93,100,0.0,US,12-18-2023
467,acarau,-2.8856,-40.12,30.61,62,100,5.36,BR,12-18-2023
468,ghadamis,30.1337,9.5007,11.42,65,98,4.52,LY,12-18-2023
469,mathis,28.0945,-97.828,16.2,42,2,2.94,US,12-18-2023
470,trstenik,43.6169,21.0025,4.23,73,4,1.12,RS,12-18-2023
471,jertih,5.7336,102.4897,24.37,89,46,1.06,MY,12-18-2023
472,moussoro,13.6408,16.4901,30.9,15,15,4.63,TD,12-18-2023
473,berezovyy,51.6667,135.7,-19.36,98,100,1.06,RU,12-18-2023
474,harwich,51.9419,1.2844,12.22,83,68,5.36,GB,12-18-2023
475,trondheim,63.4305,10.3951,7.05,84,100,0.89,NO,12-18-2023
476,bangassou,4.7413,22.8184,29.51,38,87,1.55,CF,12-18-2023
477,lashio,22.9333,97.75,12.79,89,0,0.79,MM,12-18-2023
478,magdalena contreras,19.2833,-99.2333,14.59,28,68,1.42,MX,12-18-2023
479,soio,-6.1349,12.3689,27.51,82,92,5.46,AO,12-18-2023
480,tchintabaraden,15.8969,5.7985,27.37,11,97,3.69,NE,12-18-2023
481,nadym,65.5333,72.5167,-13.28,90,100,10.24,RU,12-18-2023
482,sikasso,10.9167,-7.0,33.84,9,66,3.52,ML,12-18-2023
483,villa gesell,-37.2639,-56.973,16.27,65,100,10.95,AR,12-18-2023
484,nizhnyaya tavda,57.6731,66.1725,-8.92,95,98,3.54,RU,12-18-2023
485,borgarnes,64.5383,-21.9206,3.03,96,77,1.4,IS,12-18-2023
486,queenstown,-31.8976,26.8753,19.81,67,75,6.71,ZA,12-18-2023
487,chapaev,50.2,51.1667,-2.4,98,100,3.27,KZ,12-18-2023
488,taiynsha,53.8478,69.7639,-4.68,95,100,6.0,KZ,12-18-2023
489,pitimbu,-7.4706,-34.8086,30.33,67,97,4.5,BR,12-18-2023
490,kas,36.2018,29.6377,15.57,79,26,1.27,TR,12-18-2023
491,egilsstadir,65.2653,-14.3948,-4.05,86,40,4.12,IS,12-18-2023
492,rikaze,29.25,88.8833,-0.21,25,11,1.87,CN,12-18-2023
493,lusambo,-4.9667,23.45,24.54,90,100,0.4,CD,12-18-2023
494,gizo,-8.103,156.8419,26.51,76,97,2.39,SB,12-18-2023
495,nurota,40.5614,65.6886,5.33,70,100,6.08,UZ,12-18-2023
496,meulaboh,4.1363,96.1285,23.87,92,100,3.34,ID,12-18-2023
497,anka,12.1138,5.9243,33.5,11,0,3.41,NG,12-18-2023
498,kurmuk,10.55,34.2833,31.03,24,96,2.14,SD,12-18-2023
499,usogorsk,63.4106,48.6872,-6.18,96,99,2.52,RU,12-18-2023
500,kenai,60.5544,-151.2583,-4.95,100,100,1.54,US,12-18-2023
501,vilhena,-12.7406,-60.1458,34.98,35,60,2.28,BR,12-18-2023
502,mawlaik,23.6333,94.4167,17.46,89,83,0.56,MM,12-18-2023
503,isangel,-19.55,169.2667,25.51,86,98,4.89,VU,12-18-2023
504,igarka,67.4667,86.5833,-17.49,89,100,11.54,RU,12-18-2023
505,north bend,43.4065,-124.2243,11.15,93,100,2.57,US,12-18-2023
506,birobidzhan,48.8,132.95,-29.54,94,6,1.45,RU,12-18-2023
507,heroica caborca,30.7167,-112.15,19.25,20,100,0.18,MX,12-18-2023
508,svetlyy,54.675,20.1347,7.03,96,100,6.92,RU,12-18-2023
509,labuan,5.2767,115.2417,29.2,74,20,3.09,MY,12-18-2023
510,vegreville,53.5001,-112.0518,-3.31,85,56,3.46,CA,12-18-2023
511,narimanov,46.6927,47.8498,1.95,98,100,6.35,RU,12-18-2023
512,laguna,38.421,-121.4238,10.16,94,100,3.09,US,12-18-2023
513,mount isa,-20.7333,139.5,30.87,51,65,6.17,AU,12-18-2023
514,prince albert,53.2001,-105.7677,-9.03,79,40,6.69,CA,12-18-2023
515,gorgoram,12.6398,10.7039,31.79,14,5,3.93,NG,12-18-2023
516,muntok,-2.0667,105.1833,26.82,81,53,1.51,ID,12-18-2023
517,leua,48.2156,18.6071,4.16,80,0,0.83,SK,12-18-2023
518,alice springs,-23.7,133.8833,31.01,28,75,6.3,AU,12-18-2023
519,backi petrovac,45.3606,19.5917,5.52,58,0,1.39,RS,12-18-2023
520,turpan,42.9333,89.1667,-9.08,49,1,1.05,CN,12-18-2023
521,hull,53.7446,-0.3353,13.3,51,100,7.2,GB,12-18-2023
522,barcelos,41.5388,-8.6151,12.08,62,0,1.15,PT,12-18-2023
523,cruzeiro do sul,-29.5128,-51.9853,36.38,59,78,1.74,BR,12-18-2023
524,kenora,49.8167,-94.4337,-16.46,85,20,3.09,CA,12-18-2023
525,dame-marie,18.5667,-74.4167,27.53,72,99,1.74,HT,12-18-2023
526,nkhata bay,-11.6066,34.2907,28.36,65,84,2.89,MW,12-18-2023
527,pyhajarvi,67.0701,27.2176,-10.79,98,73,2.15,FI,12-18-2023
528,brookings,44.3114,-96.7984,-6.57,76,0,3.6,US,12-18-2023
529,suluktu,39.9337,69.57,0.71,44,100,2.36,KG,12-18-2023
530,bagli,22.65,76.35,15.19,41,44,2.45,IN,12-18-2023
531,chegdomyn,51.1167,133.0167,-27.57,93,99,0.25,RU,12-18-2023
532,tukrah,32.5341,20.5791,16.32,64,23,6.58,LY,12-18-2023
533,katsuren-haebaru,26.3369,127.8719,21.43,73,100,4.63,JP,12-18-2023
534,trang,7.5,99.5,24.32,90,100,1.43,TH,12-18-2023
535,otacilio costa,-27.4831,-50.1219,31.47,41,7,1.42,BR,12-18-2023
536,sirte,31.2089,16.5887,18.6,65,7,7.77,LY,12-18-2023
537,severo-vostotchnyi bank,39.4112,49.2479,8.37,65,8,3.08,AZ,12-18-2023
538,puerto deseado,-47.7503,-65.8938,15.09,54,8,7.29,AR,12-18-2023
539,tomatlan,19.9333,-105.25,27.34,48,61,0.86,MX,12-18-2023
540,paramonga,-10.6667,-77.8333,22.15,84,97,4.29,PE,12-18-2023
541,seosan,36.7817,126.4522,-4.0,75,100,0.68,KR,12-18-2023
542,lyantor,61.6195,72.1555,-12.58,92,100,8.07,RU,12-18-2023
543,papao,-17.75,-149.55,24.82,82,100,4.54,PF,12-18-2023
544,kirkwall,58.9848,-2.9587,9.03,81,75,10.29,GB,12-18-2023
545,gazojak,41.1875,61.4036,-0.83,79,100,6.64,TM,12-18-2023
546,wuhai,39.6647,106.8122,-13.67,68,0,4.53,CN,12-18-2023
547,longonjo,-12.9067,15.2533,18.85,93,100,0.6,AO,12-18-2023
548,sorong,-0.8833,131.25,27.77,81,82,4.42,ID,12-18-2023
549,volnovakha,47.601,37.4967,1.45,99,100,3.68,UA,12-18-2023
550,skovorodino,53.9833,123.9167,-26.19,92,100,1.62,RU,12-18-2023
551,shahrak,34.1074,64.3052,3.15,38,100,1.96,AF,12-18-2023
552,wickenburg,33.9686,-112.7296,15.3,17,100,1.66,US,12-18-2023
553,gorgan,36.8387,54.4348,4.98,87,75,2.06,IR,12-18-2023
554,sangueya,10.7,-14.3667,34.63,24,26,3.12,GN,12-18-2023
555,jiagedaqi,50.4167,124.1167,-29.91,96,39,1.18,CN,12-18-2023
556,palikir - national government center,6.9248,158.1611,27.41,83,75,4.63,FM,12-18-2023
557,sudzha,51.1976,35.2726,1.26,100,100,3.42,RU,12-18-2023
558,zaozersk,69.4005,32.4476,-4.73,85,22,8.5,RU,12-18-2023
559,trujillo,-8.116,-79.03,21.98,78,40,5.14,PE,12-18-2023
560,ponneri,13.3167,80.2,26.99,70,100,4.61,IN,12-18-2023
561,alice,27.7523,-98.0697,16.85,61,0,3.09,US,12-18-2023
562,lima,-12.0432,-77.0282,24.94,73,75,4.63,PE,12-18-2023
563,xining,36.6167,101.7667,-10.81,79,4,0.79,CN,12-18-2023
564,conceicao do araguaia,-8.2578,-49.2647,36.21,38,9,2.14,BR,12-18-2023
565,chernyshevskiy,63.0128,112.4714,-37.36,100,93,1.15,RU,12-18-2023
566,cartagena,10.3997,-75.5144,30.79,70,20,3.09,CO,12-18-2023
567,novodvinsk,64.4165,40.8122,-2.14,94,99,3.26,RU,12-18-2023
568,tocopilla,-22.092,-70.1979,21.77,74,36,2.93,CL,12-18-2023
569,katsuura,35.1333,140.3,9.52,54,100,3.04,JP,12-18-2023
570,muynoq,43.7683,59.0214,-2.07,80,10,7.54,UZ,12-18-2023
571,dunedin,-45.8742,170.5036,12.67,86,61,1.79,NZ,12-18-2023
572,pont rouge,48.8833,-72.0825,3.16,98,100,4.6,CA,12-18-2023
573,kununurra,-15.7667,128.7333,28.99,84,38,0.0,AU,12-18-2023
574,sabang,5.8933,95.3214,28.19,77,100,5.09,ID,12-18-2023
575,pandan,14.0453,124.1694,26.24,87,100,6.49,PH,12-18-2023
576,lospalos,-8.5186,127.0025,23.43,83,70,0.84,TL,12-18-2023
577,stenungsund,58.0705,11.8181,7.5,98,98,5.76,SE,12-18-2023
578,lihue,21.9789,-159.3672,20.77,86,40,8.23,US,12-18-2023
579,mil'kovo,55.6078,37.7956,2.27,95,80,3.47,RU,12-18-2023
580,xam nua,20.4197,104.0439,14.04,99,45,1.26,LA,12-18-2023
581,borgo val di taro,44.487,9.7658,11.24,55,9,0.45,IT,12-18-2023
582,iwon-up,40.3231,128.6553,-9.36,66,20,2.42,KP,12-18-2023
583,ceeldheer,3.8488,47.1806,26.58,75,74,10.3,SO,12-18-2023
584,turbat,26.0023,63.044,20.14,46,0,2.27,PK,12-18-2023
585,s'arenal,39.5,2.75,15.74,56,20,4.12,ES,12-18-2023
586,ouezzane,34.7971,-5.5822,16.37,41,0,1.15,MA,12-18-2023
587,murud,18.3258,72.965,26.46,57,94,2.49,IN,12-18-2023
588,humberto de campos,-2.5983,-43.4611,29.97,70,79,2.38,BR,12-18-2023
589,nha trang,12.25,109.1833,27.0,92,96,3.0,VN,12-18-2023
590,yanam,16.7333,82.2167,21.68,74,43,1.96,IN,12-18-2023
591,kismayo,-0.3582,42.5454,27.56,79,84,6.95,SO,12-18-2023
592,nizhnesortymskiy,62.4397,71.7603,-13.99,93,100,8.02,RU,12-18-2023
593,niort,46.3333,-0.3333,3.98,97,3,0.45,FR,12-18-2023
594,fiambala,-27.6871,-67.6149,25.81,49,10,5.71,AR,12-18-2023
